Post title,Post link,Created date,Impressions,Views,Clicks,Click through rate (CTR),Likes,Comments,Reposts,Engagement rate
"Wave energy attenuator in a fish pond
#wavepower #waveenergy #fishpond #attenuator
https://lnkd.in/gPwU7E_K",https://www.linkedin.com/feed/update/urn:li:activity:6999794811188781056,11/19/2022,43,,4,0.09302325547,3,0,2,0.1860465109
"Hot tub with Oscillating Water Column (OWC)
#hottub #jacuzzi #spabath #wavepower #waveenergy #oscillating",https://www.linkedin.com/feed/update/urn:li:activity:6999621879703506944,11/19/2022,43,,4,0.09302325547,5,0,1,0.2093023211
"Wave power attenuator in a fountain
#wavepower #waveenergy #fountain #attenuator
https://lnkd.in/g4huM9AU",https://www.linkedin.com/feed/update/urn:li:activity:6999455377280962560,11/18/2022,28,,3,0.1071428582,3,0,0,0.1785714328
"Wave energy from garden & outdoor living. Oscillating Water Columns (OWCs) for fish pond, fountain, hot tub and swimming pool.
#wavepower #waveenergy #renewableenergy #oscillating #garden #outdoorliving #fishpond #fountain #hottub #swimmingpool 
https://lnkd.in/g5BexydH",https://www.linkedin.com/feed/update/urn:li:activity:6999095620682616832,11/17/2022,26,,3,0.115384616,3,0,1,0.2307692319
"Wave energy attenuator in a hot tub
#waveenergy #wavepower #attenuator #hottub 
https://lnkd.in/gRiHPMBz",https://www.linkedin.com/feed/update/urn:li:activity:6998743993144537088,11/16/2022,59,,2,0.03389830515,4,0,2,0.1186440662
"Swimming pool wave power attenuator
#swimmingpool #attenuator #wavepower #waveenergy 
https://lnkd.in/gWpnPPPh",https://www.linkedin.com/feed/update/urn:li:activity:6998365864043442176,11/15/2022,46,,1,0.02173913084,4,0,1,0.1086956486
"Fountain with an Oscillating Water Column (OWC)
#fountain #oscillating #wavepower #waveenergy ",https://www.linkedin.com/feed/update/urn:li:activity:6998168109454934016,11/15/2022,31,,0,0,3,0,2,0.1290322542
"Wave energy attenuator in swimming pool
#wavepower #waveenergy #attenuator #swimmingpool 
https://lnkd.in/gWm4wc23",https://www.linkedin.com/feed/update/urn:li:activity:6998014296794300416,11/14/2022,32,,3,0.09375,3,0,0,0.15625
"Outdoor living wave power with Oscillating Water Columns (OWCs) in fish ponds, fountains, hot tubs and swimming pools.
#outdoorliving #garden #oscillating #wavepower #waveenergy #fishpond #fountain #hottub #swimmingpool #renewableenergy 
https://lnkd.in/gv9QkQ4G",https://www.linkedin.com/feed/update/urn:li:activity:6997643412124442624,11/13/2022,69,,4,0.05797101557,3,0,1,0.1014492735
"Fish pond wave power with an Oscillating Water Column (OWC)
#fishpond #wavepower #waveenergy #oscillating
https://lnkd.in/gQxenbmU",https://www.linkedin.com/feed/update/urn:li:activity:6997267202550743040,11/12/2022,39,,1,0.02564102598,3,0,1,0.1025641039
"Swimming pool with Oscillating Water Column (OWC) for wave energy.
#swimmingpool #oscillating #wavepower #waveenergy #renewableenergy ",https://www.linkedin.com/feed/update/urn:li:activity:6996923044019515392,11/11/2022,117,,1,0.008547008969,6,0,2,0.06837607175
"Wave energy attenuator in kitchen sink
#wavepower #waveenergy #kitchen #sink #attenuator
https://lnkd.in/dJDsYHTq",https://www.linkedin.com/feed/update/urn:li:activity:6996901465885675521,11/11/2022,49,,4,0.08163265139,4,0,0,0.1428571492
"Vesselless Cargo island
#vesselless #cargo #island 
https://lnkd.in/gyKcN4Gp",https://www.linkedin.com/feed/update/urn:li:activity:6996551255166779392,11/10/2022,33,,2,0.06060606241,5,0,1,0.2121212184
"Propeller array made with AutoCAD for Vesselless Cargo
#propeller #array #autocad #vesselless #cargo 
https://lnkd.in/gydED_T7",https://www.linkedin.com/feed/update/urn:li:activity:6996199615523934208,11/09/2022,43,,2,0.04651162773,5,0,0,0.1395348907
"SketchUp design of kitchen sink Oscillating Water Column (OWC)
#sketchup #kitchensink #oscillating #wavepower #waveenergy 
https://lnkd.in/gtDtDrV2",https://www.linkedin.com/feed/update/urn:li:activity:6995850901773062144,11/08/2022,49,,2,0.04081632569,5,0,0,0.1224489808
"Wave energy point absorber in bathroom basin designed with SolidWorks
#waveenergy #wavepower #pointabsorber #bathroom #basin #solidworks 
https://lnkd.in/g76QpXfU",https://www.linkedin.com/feed/update/urn:li:activity:6995463734915731456,11/07/2022,43,,0,0,3,0,0,0.04651162773
"SketchUp design of V-Ray Frame Buffer
#sketchup #vray #whirlpool

https://lnkd.in/gyzn-Hqz",https://www.linkedin.com/feed/update/urn:li:activity:6995100050569801728,11/06/2022,36,,2,0.05555555597,3,0,0,0.1111111119
"Wave energy attenuator made with AutoCAD, Blender, SketchUp and SolidWorks
#waveenergy #wavepower #bathtub #attenuator #autocad #blender #sketchup #solidworks 
https://lnkd.in/gx-tN-k6",https://www.linkedin.com/feed/update/urn:li:activity:6994748348930949120,11/05/2022,41,,1,0.02439024299,5,0,0,0.1219512224
"Tension in Research & Development (R&D) budgets are due to two different perspectives. The short term vs long term pull budgets in opposite directions.
Technology Readiness Blocks (TRBs) make the steps in technology development transparent and are a way to bring the two perspectives onto the same page.
#technologydevelopment #researchdevelopment #budget
https://lnkd.in/giwSyuuZ",https://www.linkedin.com/feed/update/urn:li:activity:6994377410423009280,11/04/2022,24,,1,0.04166666791,3,0,0,0.125
"Video of SketchUp design for water shaping in a tank with a propeller
#sketchup #propeller #watertank #watershaping
https://lnkd.in/guP6BGjR",https://www.linkedin.com/feed/update/urn:li:activity:6994005964391690240,11/03/2022,36,,3,0.08333333582,3,0,0,0.1388888955
"Wave energy attenuator for a bathtub made with SketchUp
#waveenergy #wavepower #attenuator #bathtub #sketchup 
https://lnkd.in/gzM-W7gt",https://www.linkedin.com/feed/update/urn:li:activity:6993672832639533056,11/02/2022,43,,2,0.04651162773,3,0,0,0.09302325547
"Surf bath wave maker designed using Blender
#surfbath #surfpool #wavemaker #blender 
https://lnkd.in/g7f83wZk",https://www.linkedin.com/feed/update/urn:li:activity:6993297268435034112,11/01/2022,29,,2,0.06896551698,4,0,0,0.1724137962
"Blender designed propeller array for Vesselless Cargo
#blender #vesselless #cargo #propeller #array 
https://lnkd.in/gw6u6kV7",https://www.linkedin.com/feed/update/urn:li:activity:6992911885582962688,10/31/2022,42,,3,0.07142857462,3,0,0,0.1190476194
"AutoCAD design for wave power attenuator in a bathtub
#autocad #wavepower #waveenergy #attenuator #bathtub 
https://lnkd.in/gjmxrBmn",https://www.linkedin.com/feed/update/urn:li:activity:6992580513173561344,10/30/2022,69,,4,0.05797101557,7,0,0,0.1594202965
"Moving designs to physical prototype of wave power attenuator
#blender3d #solidworks #prototype #bathtub #wavepower #waveenergy 
https://lnkd.in/gSREwk-e",https://www.linkedin.com/feed/update/urn:li:activity:6992204867087847424,10/29/2022,65,,2,0.0307692308,5,0,1,0.09230769426
"Bathtub attenuator converts moving water in the bath into electricity. This video compares SolidWorks design with a physcial prototype.
#bathtub #attenuator #wavepower #waveenergy #solidworks #prototype 
https://lnkd.in/gwFWPSDU",https://www.linkedin.com/feed/update/urn:li:activity:6991828735075237888,10/28/2022,46,,1,0.02173913084,3,0,0,0.06521739066
"Comparing Blender & SolidWorks designs of bathtub attenuators - this comparison shows this type of Wave Energy Converter (WEC) in a bath
#blender3d #solidworks #attenuator #bathtub #waveenergy #wavepower
https://lnkd.in/gtctuPCM",https://www.linkedin.com/feed/update/urn:li:activity:6991484869528731648,10/27/2022,32,,2,0.0625,3,0,0,0.125
"SolidWorks design of a wave energy attenuator in a bathtub
#wavepower #waveenergy #solidworks #attenuator #bathtub 
https://lnkd.in/gviSdvQd",https://www.linkedin.com/feed/update/urn:li:activity:6991128370537267200,10/26/2022,47,,5,0.1063829809,4,0,0,0.1702127606
"Blender design of a wave energy point absorber
#blender #wavepower #waveenergy #pointabsorber
https://lnkd.in/gttCJ-cc",https://www.linkedin.com/feed/update/urn:li:activity:6990744358287273984,10/25/2022,53,,3,0.05660377443,4,0,0,0.1132075489
"Blender vs SolidWorks designs of Oscillating Water Column (OWC) - a device to generate wave power
#blender3d #solidworks #wavepower #waveenergy 
https://lnkd.in/gr-fC4wE",https://www.linkedin.com/feed/update/urn:li:activity:6990381649217687553,10/24/2022,39,,2,0.05128205195,3,0,0,0.1025641039
"How holofans and motors beneath a surfboard are synchronised for holosurfing experiences
#holofan #surfboard #holosurfing
https://lnkd.in/gMau9w88
",https://www.linkedin.com/feed/update/urn:li:activity:6990039625016778752,10/23/2022,39,,3,0.07692307979,4,0,0,0.1538461596
"Making waves remotely
#remoteaccess #watershaping #wavemaker ",https://www.linkedin.com/feed/update/urn:li:activity:6989851035431313408,10/23/2022,115,3,3,0.02608695626,6,0,1,0.07826086879
"How to position holofans for waves
#holofans #waves 
https://lnkd.in/gim2Ty7J",https://www.linkedin.com/feed/update/urn:li:activity:6989671412298903552,10/22/2022,41,,2,0.04878048599,4,0,0,0.1219512224
"Wave tanks study waves. This video shows a Blender design of wave making.
#blender3d #wavemaker 
https://lnkd.in/gefbVFYW",https://www.linkedin.com/feed/update/urn:li:activity:6989298685025165313,10/21/2022,39,,1,0.02564102598,3,0,0,0.07692307979
"Propellers used for water shaping in swimming pool
#propeller #watershaping #swimmingpool 
https://lnkd.in/g_pYDrpu",https://www.linkedin.com/feed/update/urn:li:activity:6988946683321626624,10/20/2022,26,,2,0.07692307979,3,0,0,0.1538461596
"An Oscillating Water Column (OWC) is a type of Wave Energy Converter (WEC). This video shows OWC designed using Blender.
#blender3d #waveenergy #wavepower
https://lnkd.in/gwUybGqB",https://www.linkedin.com/feed/update/urn:li:activity:6988608607923699712,10/19/2022,48,,1,0.02083333395,4,0,0,0.08333333582
"Blender model of water flowing inside pipe
#blender3d #waterflow #pipes 
https://lnkd.in/g76QK9hS",https://www.linkedin.com/feed/update/urn:li:activity:6988218132670660608,10/18/2022,55,,8,0.1454545408,5,0,0,0.2181818187
